Fe,C,Si,Mn,Cr,Ni,Mo,V,tensile_strength_MPa,fatigue_limit_MPa,fatigue_ratio,basquin_exponent,cycles_to_failure_1e6,test_type,R_ratio
73.88,0.121,1.39,0.44,16.46,5.89,1.34,0.487,1302.7,790.4,0.607,-0.076,8.0,rotating_bending,-1.0
86.19,0.659,0.82,1.27,0.34,8.53,2.14,0.058,1537.6,755.3,0.491,-0.1099,6.32,axial,0.1
80.82,0.373,0.81,1.61,12.7,1.43,1.77,0.485,1466.2,723.3,0.493,-0.0638,8.0,rotating_bending,-1.0
88.19,0.374,0.5,1.84,6.48,0.76,1.8,0.062,1189.5,640.1,0.538,-0.0679,8.0,rotating_bending,0.0
85.55,0.508,1.42,0.88,2.75,6.99,1.81,0.097,1431.0,641.7,0.448,-0.0556,8.0,torsion,-1.0
79.82,1.014,0.76,1.04,5.31,9.29,2.64,0.131,1988.4,914.0,0.46,-0.0946,7.96,rotating_bending,0.0
80.97,0.216,0.86,1.34,8.64,7.19,0.54,0.24,1213.1,626.8,0.517,-0.089,7.89,axial,0.0
86.89,0.434,0.53,1.0,0.42,8.02,2.54,0.177,1227.1,570.4,0.465,-0.0707,8.0,rotating_bending,-1.0
84.33,0.4,0.52,1.12,7.28,4.45,1.88,0.006,1251.7,662.2,0.529,-0.0706,8.0,torsion,0.0
74.68,0.701,1.19,1.14,17.13,2.29,2.75,0.129,1888.6,1074.4,0.569,-0.1011,6.95,rotating_bending,0.1
82.63,0.979,0.46,1.29,6.11,6.36,2.0,0.175,1849.7,1025.3,0.554,-0.0812,8.0,axial,0.1
77.52,0.25,0.41,1.13,15.34,2.37,2.91,0.064,1308.9,729.2,0.557,-0.0599,8.0,torsion,0.0
79.62,1.167,1.42,0.75,4.07,11.49,1.38,0.104,2141.0,1081.8,0.505,-0.0979,7.1,axial,0.0
85.47,1.061,0.33,0.41,4.85,7.28,0.37,0.236,1854.6,837.5,0.452,-0.066,8.0,rotating_bending,0.0
68.82,0.365,1.21,0.59,16.29,11.43,1.1,0.188,1634.9,926.1,0.566,-0.0876,7.94,rotating_bending,0.0
84.02,1.108,0.7,0.65,10.0,2.63,0.62,0.273,2008.9,1130.3,0.563,-0.0635,8.0,torsion,-1.0
70.04,0.459,1.28,1.57,17.86,7.36,1.39,0.045,1660.7,1002.9,0.604,-0.0819,8.0,axial,-1.0
89.36,0.518,0.87,1.9,3.0,3.51,0.46,0.396,1299.9,606.5,0.467,-0.1123,6.41,rotating_bending,0.0
82.52,1.146,0.49,1.54,10.41,2.85,0.79,0.246,1985.8,993.6,0.5,-0.0975,7.42,axial,0.1
78.57,1.11,0.27,0.58,6.0,10.98,2.33,0.162,2071.4,982.9,0.474,-0.0831,8.0,axial,-1.0
72.73,0.709,1.39,0.97,11.4,10.73,1.76,0.307,1888.5,1037.3,0.549,-0.0621,8.0,axial,0.0
77.58,0.437,0.66,1.85,17.21,1.44,0.36,0.467,1479.6,718.1,0.485,-0.0985,7.74,rotating_bending,0.0
82.45,0.98,0.48,1.8,0.99,11.29,1.68,0.329,1849.9,856.4,0.463,-0.0681,8.0,torsion,0.0
75.91,0.106,0.65,1.75,13.59,6.21,1.72,0.065,1212.3,662.4,0.546,-0.087,8.0,axial,-1.0
84.27,0.17,1.07,0.61,1.76,9.09,2.67,0.358,1119.6,585.9,0.523,-0.0555,8.0,rotating_bending,0.0
75.4,1.16,0.94,1.68,11.7,6.84,2.11,0.16,2249.2,1063.2,0.473,-0.0855,8.0,axial,0.1
92.1,1.019,0.66,1.03,2.67,0.57,1.92,0.032,1682.9,849.9,0.505,-0.0827,8.0,torsion,0.1
77.18,0.67,0.36,1.05,14.39,5.54,0.45,0.362,1702.1,892.7,0.525,-0.0878,8.0,torsion,-1.0
80.29,0.865,0.15,0.8,15.68,0.22,1.64,0.364,1810.1,1010.3,0.558,-0.0694,8.0,rotating_bending,0.1
87.44,0.751,0.93,1.17,0.08,6.66,2.8,0.167,1583.7,698.3,0.441,-0.0911,8.0,axial,0.1
79.71,1.189,1.25,1.57,3.74,10.51,1.58,0.445,2222.0,1049.9,0.472,-0.1113,6.54,torsion,0.0
71.11,0.335,0.48,1.96,12.14,11.18,2.5,0.289,1580.4,874.6,0.553,-0.0991,7.05,axial,-1.0
74.86,0.732,0.15,1.12,15.48,5.91,1.66,0.101,1836.3,1050.2,0.572,-0.0935,7.37,torsion,-1.0
90.45,1.021,1.04,1.74,2.49,0.37,2.8,0.074,1828.5,933.9,0.511,-0.1071,6.47,rotating_bending,0.0
91.26,0.291,0.88,1.46,2.48,2.94,0.58,0.11,1014.1,519.9,0.513,-0.0721,8.0,axial,-1.0
67.08,0.818,1.01,1.83,14.95,11.26,2.61,0.434,2125.9,1055.0,0.496,-0.0743,8.0,axial,-1.0
74.96,0.588,1.05,1.85,14.86,5.41,1.16,0.12,1762.3,907.6,0.515,-0.1083,6.69,rotating_bending,-1.0
82.73,1.187,1.48,1.04,8.74,3.64,0.94,0.246,2163.2,1097.7,0.507,-0.0611,8.0,axial,-1.0
89.05,0.179,0.54,1.01,2.87,6.07,0.26,0.023,854.3,399.7,0.468,-0.1001,7.12,torsion,0.0
86.2,0.468,1.3,1.7,1.41,6.99,1.92,0.0,1335.4,634.9,0.475,-0.1033,6.89,rotating_bending,-1.0
82.37,0.882,0.79,1.03,7.39,6.06,1.1,0.374,1817.4,987.4,0.543,-0.062,8.0,axial,0.0
75.67,0.159,0.57,0.49,15.02,5.96,1.86,0.27,1226.0,609.2,0.497,-0.1139,6.56,rotating_bending,-1.0
81.73,0.547,0.33,0.84,7.78,8.57,0.04,0.158,1436.1,745.8,0.519,-0.0747,8.0,rotating_bending,-1.0
74.83,0.984,1.2,1.46,7.91,11.8,1.71,0.101,2123.9,1169.8,0.551,-0.1043,6.47,axial,0.0
79.61,0.544,1.25,1.65,13.17,0.92,2.39,0.46,1624.1,792.8,0.488,-0.0909,8.0,torsion,0.1
81.78,0.739,0.82,0.6,10.18,5.27,0.38,0.232,1667.3,929.6,0.558,-0.0868,7.78,rotating_bending,-1.0
91.83,0.546,0.29,1.95,2.33,1.34,1.38,0.329,1224.1,569.0,0.465,-0.1034,7.04,rotating_bending,-1.0
85.74,0.468,0.37,0.92,3.86,6.23,2.0,0.4,1293.0,571.1,0.442,-0.1013,7.53,torsion,-1.0
71.12,0.857,0.62,1.44,14.97,10.23,0.52,0.243,1995.4,1107.3,0.555,-0.0686,8.0,torsion,-1.0
86.94,0.308,1.21,1.97,0.46,8.28,0.79,0.033,1089.2,531.8,0.488,-0.0594,8.0,axial,0.1
85.9,0.907,0.57,0.41,3.62,5.36,2.87,0.361,1757.5,943.3,0.537,-0.0984,6.96,torsion,0.0
74.3,1.042,0.77,1.03,12.95,6.72,2.98,0.213,2189.4,1112.4,0.508,-0.0813,8.0,axial,0.1
78.86,1.039,0.32,0.59,9.22,9.27,0.66,0.03,1907.7,959.9,0.503,-0.0735,8.0,torsion,0.0
86.59,0.901,1.43,0.53,9.2,0.68,0.62,0.045,1781.5,902.4,0.507,-0.1016,6.95,axial,-1.0
77.54,0.686,0.29,0.88,9.18,10.84,0.25,0.334,1638.3,732.2,0.447,-0.0772,8.0,rotating_bending,0.0
80.33,0.266,0.34,1.78,7.55,7.85,1.51,0.364,1180.9,579.1,0.49,-0.0635,8.0,rotating_bending,0.0
81.49,0.295,1.41,1.65,1.0,11.99,2.08,0.08,1275.8,570.7,0.447,-0.0735,8.0,rotating_bending,-1.0
90.33,0.28,1.13,1.81,4.15,1.02,0.94,0.329,1099.9,561.9,0.511,-0.0905,7.68,rotating_bending,0.1
83.97,0.393,1.47,0.65,2.0,9.01,2.11,0.406,1286.2,604.7,0.47,-0.0592,8.0,rotating_bending,-1.0
84.91,0.914,1.19,1.93,4.8,3.21,2.67,0.386,1843.7,930.5,0.505,-0.1057,6.74,rotating_bending,-1.0
91.3,0.064,0.98,0.91,1.89,3.87,0.51,0.471,816.1,371.1,0.455,-0.095,7.73,rotating_bending,0.1
73.83,0.795,1.09,1.38,17.03,2.48,2.97,0.415,2085.7,1212.4,0.581,-0.1115,6.25,rotating_bending,0.0
76.63,1.156,0.85,0.94,13.72,6.29,0.04,0.368,2221.9,1215.9,0.547,-0.1051,6.58,rotating_bending,-1.0
81.62,0.307,0.74,0.5,10.86,4.51,1.06,0.413,1273.4,672.4,0.528,-0.1117,6.29,torsion,-1.0
73.29,1.017,0.58,1.35,8.81,11.61,2.85,0.492,2185.0,1243.8,0.569,-0.0604,8.0,axial,-1.0
82.52,1.006,1.09,1.94,10.28,1.02,1.79,0.343,1985.4,1055.3,0.532,-0.0926,7.64,rotating_bending,-1.0
81.48,0.437,1.21,0.58,9.71,6.1,0.3,0.182,1343.2,610.2,0.454,-0.0871,8.0,axial,0.1
73.32,0.361,1.17,0.61,12.13,10.99,0.97,0.45,1467.7,836.0,0.57,-0.1131,5.96,axial,-1.0
68.89,0.966,1.15,0.44,17.1,8.44,2.85,0.165,2259.1,1310.9,0.58,-0.0634,8.0,rotating_bending,0.1
89.6,0.48,1.23,1.27,1.96,4.47,0.73,0.259,1253.5,581.8,0.464,-0.0607,8.0,torsion,-1.0
78.96,0.701,0.47,1.33,10.37,4.76,2.97,0.441,1792.4,1008.9,0.563,-0.0828,8.0,axial,-1.0
78.14,0.263,0.53,1.62,8.17,10.59,0.44,0.254,1256.2,677.6,0.539,-0.0556,8.0,axial,0.0
71.17,1.163,0.7,0.64,14.71,8.93,2.58,0.107,2412.1,1279.3,0.53,-0.0561,8.0,axial,-1.0
74.69,0.822,0.43,1.15,14.41,5.86,2.42,0.213,1926.2,1099.0,0.571,-0.0641,8.0,axial,0.1
88.17,1.149,0.54,1.83,4.12,2.29,1.56,0.336,1910.5,841.6,0.44,-0.1017,7.47,torsion,0.1
82.44,0.431,1.1,1.17,2.89,10.73,0.88,0.366,1434.4,662.0,0.462,-0.0743,8.0,torsion,0.0
69.9,0.553,1.3,0.39,15.88,10.22,1.52,0.245,1804.3,945.5,0.524,-0.0553,8.0,axial,0.0
72.07,1.151,0.44,1.84,13.06,8.89,2.29,0.253,2330.4,1208.4,0.519,-0.091,8.0,axial,0.1
84.53,0.653,1.31,1.37,10.68,0.37,0.83,0.251,1597.6,832.6,0.521,-0.0772,8.0,rotating_bending,-1.0
83.37,0.805,1.29,0.8,11.55,0.61,1.44,0.134,1708.7,798.6,0.467,-0.087,8.0,torsion,0.1
79.02,0.471,1.21,1.55,16.66,0.7,0.03,0.35,1490.6,755.7,0.507,-0.095,7.77,torsion,0.0
75.6,0.168,1.0,0.85,11.39,10.01,0.51,0.465,1292.6,624.1,0.483,-0.0787,8.0,axial,-1.0
75.05,0.94,0.95,1.14,16.43,4.53,0.66,0.304,2053.4,1132.5,0.552,-0.0887,7.97,torsion,-1.0
79.07,1.153,1.13,0.49,3.82,11.71,2.18,0.458,2211.1,1151.4,0.521,-0.0973,7.14,rotating_bending,0.0
68.9,0.772,0.77,1.71,14.99,10.21,2.41,0.244,2019.9,1071.1,0.53,-0.0651,8.0,axial,-1.0
77.22,0.473,0.41,1.69,15.23,2.48,2.13,0.366,1555.0,871.6,0.561,-0.1134,6.16,rotating_bending,0.1
86.91,0.228,0.86,1.73,9.45,0.43,0.09,0.303,1031.0,495.9,0.481,-0.0806,8.0,axial,0.1
81.32,0.943,1.31,1.81,5.47,7.93,0.84,0.381,1939.1,938.8,0.484,-0.0637,8.0,rotating_bending,-1.0
67.76,0.483,1.36,0.78,17.41,9.21,2.97,0.027,1807.9,954.2,0.528,-0.0705,8.0,torsion,0.1
79.57,0.05,0.46,1.75,13.81,4.08,0.01,0.277,1049.9,537.8,0.512,-0.0743,8.0,rotating_bending,-1.0
70.27,0.102,0.64,0.88,14.7,11.6,1.38,0.412,1294.2,727.0,0.562,-0.057,8.0,rotating_bending,-1.0
79.19,0.87,0.85,0.33,4.52,11.06,2.78,0.399,1890.1,1026.9,0.543,-0.0633,8.0,axial,0.0
81.83,1.117,0.8,1.81,8.17,3.33,2.75,0.194,2055.9,1061.4,0.516,-0.0953,7.51,rotating_bending,-1.0
78.61,0.696,1.38,1.06,12.27,5.59,0.36,0.029,1720.3,798.8,0.464,-0.0636,8.0,axial,0.1
92.61,0.366,0.92,1.42,0.32,2.9,1.29,0.166,1081.3,547.8,0.507,-0.0677,8.0,rotating_bending,0.0
74.09,0.439,1.08,1.73,10.71,9.41,2.25,0.286,1651.9,810.5,0.491,-0.0682,8.0,torsion,0.1
94.06,0.996,0.32,0.87,0.52,1.48,1.34,0.409,1596.6,802.1,0.502,-0.1009,6.83,axial,0.0
89.82,1.066,0.23,1.22,1.6,5.64,0.38,0.04,1696.0,743.8,0.439,-0.0763,8.0,torsion,0.0
76.41,0.143,0.36,1.78,11.31,8.76,1.11,0.107,1154.2,531.7,0.461,-0.0857,8.0,rotating_bending,0.1
85.77,1.082,1.33,1.02,7.62,1.93,0.77,0.463,1886.2,877.9,0.465,-0.0753,8.0,axial,-1.0
83.05,0.476,0.47,0.41,9.35,3.75,2.12,0.362,1408.4,704.1,0.5,-0.0749,8.0,rotating_bending,-1.0
66.02,0.507,1.43,0.72,16.95,11.45,2.65,0.282,1924.2,1136.3,0.591,-0.0772,8.0,rotating_bending,0.1
82.94,1.172,0.18,0.54,8.13,4.62,2.35,0.08,2044.5,1151.9,0.563,-0.0961,6.99,rotating_bending,-1.0
81.78,0.716,0.18,0.55,13.42,2.24,0.71,0.396,1615.9,759.4,0.47,-0.0942,8.0,rotating_bending,0.0
81.94,0.154,1.34,1.85,1.89,11.89,0.89,0.042,1070.4,445.3,0.416,-0.0905,8.0,axial,-1.0
78.8,0.432,1.27,1.52,6.3,8.81,2.82,0.047,1489.6,751.6,0.505,-0.0825,8.0,rotating_bending,0.0
87.81,0.817,1.0,1.28,2.05,5.72,1.07,0.246,1560.7,809.7,0.519,-0.0862,7.89,rotating_bending,0.0
82.65,0.555,1.25,1.63,9.24,3.0,1.4,0.282,1536.6,759.0,0.494,-0.0662,8.0,axial,0.1
75.82,0.404,1.36,1.28,13.37,6.89,0.58,0.297,1586.2,875.1,0.552,-0.1067,6.45,torsion,-1.0
84.58,0.689,0.11,1.18,7.12,3.56,2.31,0.45,1583.3,886.0,0.56,-0.0602,8.0,axial,-1.0
76.9,0.575,0.1,1.16,16.64,2.39,1.92,0.322,1643.2,834.6,0.508,-0.1007,7.43,axial,0.1
73.09,1.08,1.07,0.74,16.23,5.15,2.44,0.194,2282.6,1154.0,0.506,-0.076,8.0,axial,0.0
74.15,0.312,0.67,0.34,16.54,4.64,2.97,0.381,1522.6,772.7,0.508,-0.0754,8.0,torsion,-1.0
79.22,0.33,0.46,1.86,9.0,8.03,0.84,0.261,1269.5,603.8,0.476,-0.0905,8.0,rotating_bending,-1.0
87.54,0.305,1.45,0.51,8.64,1.02,0.07,0.461,1132.6,605.2,0.534,-0.0734,8.0,axial,-1.0
80.24,0.973,1.01,1.74,7.03,6.63,2.33,0.042,1970.0,1072.4,0.544,-0.0963,7.08,rotating_bending,0.1
77.52,0.135,1.34,0.6,11.34,7.73,0.84,0.493,1236.0,580.2,0.469,-0.0785,8.0,rotating_bending,0.1
78.93,0.332,0.33,1.55,16.49,1.29,0.58,0.493,1353.9,734.5,0.542,-0.0992,7.19,axial,0.0
78.73,1.137,0.73,1.57,11.63,5.68,0.15,0.371,2118.4,1051.7,0.496,-0.1015,7.17,axial,-1.0
86.51,0.43,0.35,1.17,9.09,1.64,0.61,0.204,1175.9,543.1,0.462,-0.1147,6.5,torsion,0.0
82.33,1.135,0.78,1.99,12.13,0.83,0.35,0.458,2059.3,1097.6,0.533,-0.0644,8.0,torsion,-1.0
93.89,0.565,0.17,0.62,1.2,2.26,1.23,0.059,1144.6,516.4,0.451,-0.0869,8.0,rotating_bending,0.1
83.39,0.791,1.41,0.48,1.79,10.23,1.52,0.383,1685.9,758.6,0.45,-0.0653,8.0,axial,-1.0
73.36,0.781,0.25,1.82,14.26,9.01,0.11,0.399,1857.7,990.5,0.533,-0.0991,7.14,torsion,0.1
76.71,0.429,0.67,1.61,7.78,11.11,1.51,0.174,1459.1,810.1,0.555,-0.0895,7.54,axial,0.1
81.9,0.769,0.8,0.95,9.71,4.56,1.08,0.232,1678.1,864.2,0.515,-0.0644,8.0,torsion,0.0
71.87,0.997,1.05,1.73,12.95,10.76,0.45,0.194,2138.8,1096.3,0.513,-0.0971,7.4,torsion,-1.0
79.27,0.524,1.42,1.18,9.41,7.2,0.8,0.192,1576.0,819.3,0.52,-0.095,7.39,axial,0.1
81.3,0.268,0.51,1.81,3.11,11.07,1.57,0.358,1213.8,539.0,0.444,-0.0989,7.63,torsion,0.0
91.22,0.356,0.52,0.64,2.32,2.8,1.93,0.228,1039.9,535.9,0.515,-0.068,8.0,torsion,-1.0
78.78,1.142,0.17,1.65,12.58,3.13,2.19,0.358,2158.9,1143.2,0.53,-0.0737,8.0,rotating_bending,0.0
65.91,0.675,1.26,0.76,16.26,11.98,2.76,0.389,2071.3,1073.8,0.518,-0.0744,8.0,rotating_bending,0.1
72.44,1.183,0.86,0.76,12.31,11.75,0.53,0.163,2327.2,1206.9,0.519,-0.1048,6.77,torsion,0.1
81.11,0.129,1.3,1.65,13.94,0.26,1.58,0.027,1212.9,586.1,0.483,-0.0733,8.0,torsion,0.0
78.99,0.983,0.85,0.87,5.98,10.77,1.36,0.203,1972.1,874.0,0.443,-0.0931,8.0,axial,-1.0
84.74,0.39,0.33,1.16,8.9,2.1,2.2,0.181,1249.2,651.1,0.521,-0.0714,8.0,torsion,0.1
71.96,0.654,0.29,1.85,16.72,8.2,0.05,0.269,1744.1,954.0,0.547,-0.0553,8.0,axial,0.1
76.61,0.123,1.43,1.34,14.42,4.89,0.96,0.232,1242.7,709.2,0.571,-0.1127,6.01,rotating_bending,0.1
89.09,0.194,0.66,1.99,3.12,1.75,2.75,0.441,1014.2,453.2,0.447,-0.0699,8.0,rotating_bending,0.1
86.73,0.619,1.49,0.37,4.22,4.76,1.35,0.461,1488.4,716.6,0.481,-0.09,8.0,axial,0.1
74.13,0.739,0.99,1.51,13.86,7.62,0.71,0.437,1887.8,1049.4,0.556,-0.0705,8.0,axial,0.0
85.61,0.244,0.8,1.53,1.5,7.61,2.57,0.131,1094.6,518.5,0.474,-0.0982,7.37,torsion,-1.0
77.28,0.465,1.26,1.94,16.83,1.96,0.04,0.219,1605.9,896.2,0.558,-0.0564,8.0,axial,0.0
90.75,0.718,0.14,1.7,3.19,0.67,2.55,0.283,1445.2,647.8,0.448,-0.0767,8.0,rotating_bending,0.0
90.36,1.046,0.6,1.14,1.14,3.31,2.03,0.368,1763.3,800.8,0.454,-0.0848,8.0,axial,-1.0
85.94,0.487,0.29,1.03,10.81,0.09,1.05,0.304,1314.4,626.1,0.476,-0.0829,8.0,torsion,0.0
77.29,0.297,0.93,1.86,15.03,2.19,2.3,0.115,1429.0,737.0,0.516,-0.0598,8.0,rotating_bending,0.0
77.21,0.244,0.19,0.8,10.47,10.52,0.36,0.207,1227.5,581.5,0.474,-0.1059,6.99,torsion,-1.0
74.63,0.88,1.09,1.21,13.99,6.97,0.86,0.367,2030.5,1095.3,0.539,-0.1142,6.14,torsion,0.0
80.63,0.677,1.32,1.8,8.01,6.09,1.25,0.225,1697.8,782.1,0.461,-0.0784,8.0,rotating_bending,0.0
79.81,0.954,1.18,0.9,6.69,8.69,1.5,0.285,1964.8,1029.0,0.524,-0.0683,8.0,axial,0.1
84.72,0.219,0.51,1.16,6.16,6.82,0.16,0.255,1062.5,506.3,0.477,-0.0979,7.38,rotating_bending,-1.0
75.98,0.262,1.05,1.87,9.7,10.52,0.37,0.247,1277.7,636.0,0.498,-0.1145,6.24,axial,0.1
89.56,0.474,1.04,1.9,1.54,3.93,1.33,0.228,1255.9,532.8,0.424,-0.0724,8.0,rotating_bending,0.1
89.32,0.641,0.91,0.58,3.97,2.82,1.29,0.464,1476.1,726.7,0.492,-0.1035,6.88,torsion,0.0
82.88,0.492,0.97,1.05,7.06,6.78,0.73,0.039,1376.0,714.0,0.519,-0.072,8.0,torsion,0.0
84.45,0.374,1.34,0.98,7.22,4.86,0.29,0.488,1278.4,583.3,0.456,-0.0945,7.96,rotating_bending,-1.0
82.43,0.136,0.31,0.38,5.26,10.4,1.02,0.062,957.1,512.1,0.535,-0.1043,6.43,torsion,0.1
82.67,0.548,0.88,1.85,10.25,2.5,1.03,0.265,1471.9,694.9,0.472,-0.0782,8.0,torsion,0.1
88.2,0.55,0.98,0.96,6.44,0.01,2.41,0.445,1371.1,777.9,0.567,-0.0796,8.0,torsion,-1.0
82.59,0.835,1.28,0.32,3.96,7.99,2.69,0.343,1820.8,892.4,0.49,-0.0933,7.77,rotating_bending,-1.0
78.0,0.646,1.17,1.61,17.28,0.68,0.12,0.494,1778.3,874.0,0.491,-0.1108,6.79,torsion,0.1
87.5,0.541,0.25,1.06,10.11,0.0,0.34,0.188,1328.6,601.7,0.453,-0.107,7.08,axial,0.1
73.61,0.918,0.94,0.32,15.84,5.34,2.79,0.248,2083.8,1212.9,0.582,-0.0947,7.32,torsion,-1.0
80.81,0.186,0.31,0.62,5.91,10.7,1.1,0.362,1108.0,497.3,0.449,-0.0795,8.0,rotating_bending,0.0
78.47,1.175,1.28,1.07,13.95,2.32,1.69,0.037,2194.2,1216.7,0.555,-0.0856,8.0,axial,0.0
69.65,0.643,0.22,1.55,15.0,10.84,1.72,0.377,1829.6,1046.1,0.572,-0.1057,6.52,axial,-1.0
72.56,0.132,0.55,1.1,17.96,5.17,2.18,0.347,1388.7,861.0,0.62,-0.0935,7.18,rotating_bending,0.1
94.99,0.489,1.07,1.32,0.95,0.94,0.06,0.185,1129.1,546.6,0.484,-0.1046,6.6,axial,0.0
75.23,0.382,1.22,1.66,13.96,6.3,0.85,0.405,1518.5,747.7,0.492,-0.0745,8.0,rotating_bending,0.1
81.55,0.889,0.99,2.0,8.21,5.1,1.08,0.181,1824.1,867.9,0.476,-0.0562,8.0,torsion,0.0
81.09,0.401,0.24,1.79,6.69,6.87,2.7,0.204,1352.4,719.1,0.532,-0.0891,7.84,torsion,0.1
89.51,1.189,0.96,0.92,4.64,0.48,2.12,0.186,2015.7,1067.2,0.529,-0.0932,7.37,rotating_bending,0.1
81.25,0.946,0.79,1.8,10.62,2.89,1.7,0.002,1875.1,995.2,0.531,-0.1068,6.53,torsion,0.0
90.39,0.431,0.1,0.38,5.6,2.67,0.35,0.077,1057.2,545.4,0.516,-0.074,8.0,axial,0.0
71.63,0.084,0.58,1.7,11.31,11.78,2.83,0.085,1282.9,607.8,0.474,-0.0754,8.0,torsion,0.0
78.32,0.199,0.91,0.82,12.0,6.48,1.18,0.091,1221.4,645.2,0.528,-0.0652,8.0,axial,-1.0
93.0,0.428,0.27,1.09,0.06,4.82,0.32,0.012,1019.8,439.6,0.431,-0.0854,8.0,torsion,0.0
85.63,0.359,1.08,0.52,0.96,9.21,2.0,0.249,1182.8,561.2,0.474,-0.0852,8.0,axial,0.1
75.17,0.502,0.8,1.2,12.45,8.53,1.13,0.207,1612.5,831.2,0.515,-0.0616,8.0,axial,0.1
75.1,0.142,1.29,0.44,17.7,4.3,0.99,0.046,1205.2,662.7,0.55,-0.0798,8.0,rotating_bending,0.0
67.79,0.796,0.54,1.52,17.55,10.76,0.87,0.163,1988.3,979.3,0.493,-0.0693,8.0,torsion,0.1
69.13,1.062,1.4,0.34,17.79,8.52,1.56,0.195,2283.2,1257.5,0.551,-0.0955,7.48,axial,0.1
89.21,0.157,0.97,0.77,0.32,6.63,1.74,0.213,910.4,430.6,0.473,-0.0852,8.0,axial,0.1
83.12,0.777,1.14,0.8,11.21,2.26,0.66,0.034,1693.7,906.0,0.535,-0.0846,8.0,axial,-1.0
84.13,0.69,0.6,1.72,9.51,0.36,2.96,0.037,1598.0,785.0,0.491,-0.0744,8.0,torsion,0.1
84.33,1.037,0.45,0.91,11.39,0.01,1.42,0.447,1982.0,1080.3,0.545,-0.0917,7.63,axial,0.1
80.27,1.127,0.36,1.2,4.23,10.25,2.16,0.401,2076.5,1009.9,0.486,-0.0775,8.0,torsion,0.1
88.5,0.452,0.76,1.64,4.06,2.61,1.77,0.218,1258.1,676.7,0.538,-0.0936,7.22,rotating_bending,0.0
92.01,0.721,0.18,0.44,3.66,1.72,0.99,0.289,1410.6,621.9,0.441,-0.079,8.0,torsion,0.0
80.77,1.194,1.18,1.54,6.5,6.55,1.96,0.31,2254.4,1187.7,0.527,-0.1101,6.29,rotating_bending,0.0
77.21,0.256,0.4,0.31,12.79,5.83,2.85,0.357,1354.2,691.8,0.511,-0.0655,8.0,axial,0.1
82.67,0.36,1.36,0.38,11.89,0.52,2.4,0.415,1389.5,807.5,0.581,-0.1038,6.52,rotating_bending,0.0
93.97,1.105,0.54,0.67,1.92,1.57,0.19,0.044,1625.0,784.0,0.482,-0.0628,8.0,axial,0.1
92.49,1.179,0.23,0.74,1.55,3.28,0.28,0.254,1759.5,807.3,0.459,-0.1046,6.88,rotating_bending,-1.0
74.39,0.717,1.13,0.41,10.68,11.43,0.79,0.454,1810.9,982.5,0.543,-0.0672,8.0,torsion,0.0
80.9,0.837,0.25,1.19,10.31,3.38,2.97,0.168,1826.7,900.6,0.493,-0.1084,6.84,rotating_bending,-1.0
74.96,0.238,0.77,1.09,9.39,11.43,1.81,0.303,1362.0,688.6,0.506,-0.0849,8.0,rotating_bending,0.0
90.49,0.273,1.07,1.84,2.95,1.04,2.21,0.137,1084.0,541.6,0.5,-0.0733,8.0,torsion,0.0
75.97,1.037,0.95,0.59,7.59,11.14,2.7,0.035,2085.2,1069.9,0.513,-0.07,8.0,torsion,0.0
76.99,0.441,1.35,1.02,14.22,2.84,2.85,0.287,1591.5,919.1,0.578,-0.1096,6.27,torsion,-1.0
85.54,1.086,1.33,0.38,5.47,5.32,0.52,0.365,1931.2,975.6,0.505,-0.0861,8.0,torsion,0.1
87.79,1.155,0.26,1.51,4.15,4.97,0.1,0.068,1826.0,825.8,0.452,-0.0945,7.77,rotating_bending,0.1
86.91,0.903,1.46,1.32,4.35,3.93,0.96,0.163,1767.7,830.1,0.47,-0.1061,6.83,axial,-1.0
84.51,0.318,1.03,1.17,5.44,6.78,0.38,0.378,1264.5,644.0,0.509,-0.102,6.8,axial,0.0
81.08,0.102,0.38,1.58,12.77,3.47,0.19,0.429,1023.1,532.7,0.521,-0.0604,8.0,rotating_bending,0.1
71.4,0.931,0.9,1.02,13.39,11.59,0.69,0.072,2053.2,1161.3,0.566,-0.0749,8.0,rotating_bending,0.1
75.23,0.136,0.55,0.5,17.1,4.07,2.14,0.286,1265.3,724.2,0.572,-0.0621,8.0,axial,0.1
89.74,0.39,1.07,0.36,3.66,2.62,2.01,0.143,1144.4,570.6,0.499,-0.0571,8.0,torsion,0.1
93.01,0.433,0.76,0.64,0.28,3.48,1.11,0.282,1105.8,464.5,0.42,-0.0761,8.0,axial,-1.0
73.72,1.138,1.31,0.34,14.08,7.63,1.49,0.301,2278.1,1263.5,0.555,-0.0619,8.0,rotating_bending,0.1
86.55,0.712,1.25,1.98,5.4,1.42,2.19,0.489,1642.9,749.1,0.456,-0.0684,8.0,torsion,0.0
77.59,0.85,1.43,1.94,10.0,7.28,0.56,0.348,1906.8,876.0,0.459,-0.0979,7.75,rotating_bending,-1.0
76.06,1.006,0.37,0.87,8.78,10.87,1.56,0.489,2052.3,1144.6,0.558,-0.055,8.0,rotating_bending,0.0
82.65,0.805,1.28,0.44,11.43,2.6,0.35,0.446,1766.6,937.3,0.531,-0.1004,6.99,torsion,-1.0
72.7,1.169,1.31,0.33,17.64,4.42,2.09,0.356,2416.0,1312.0,0.543,-0.0835,8.0,torsion,0.0
