Fe,C,Si,Mn,Cr,Ni,Mo,V,W,Cu,CE_IIW,Pcm,Ac1_C,Ac3_C,Ms_C,treatment_type,cooling_medium,hardness_HRC,hardenability_mm,weldability
75.76,0.915,0.85,0.35,13.51,2.93,1.4,0.813,3.3,0.16,4.324,1.868,948.0,838.0,-85.0,normalizing,air,41.1,148.1,poor
88.4,1.04,0.33,1.59,3.0,0.1,0.83,0.293,4.05,0.37,2.161,1.385,794.0,773.0,6.0,normalizing,air,43.1,81.9,poor
79.79,0.615,0.92,1.55,4.12,6.97,0.66,0.484,4.72,0.17,2.402,1.146,719.0,757.0,54.0,tempering,air,44.2,101.0,poor
71.18,0.93,1.47,1.57,11.15,7.36,2.29,0.855,2.87,0.32,4.564,1.992,835.0,829.0,-185.0,normalizing,air,41.6,193.3,poor
79.6,0.469,1.63,0.85,12.39,1.64,1.8,0.96,0.21,0.45,3.781,1.452,948.0,975.0,122.0,tempering,air,43.2,145.5,poor
80.91,1.043,1.21,1.3,8.44,1.75,0.73,0.95,3.62,0.05,3.403,1.745,885.0,852.0,-80.0,tempering,air,53.9,110.0,poor
89.59,0.507,1.78,1.41,2.97,0.42,0.65,0.409,1.84,0.42,1.605,0.898,819.0,902.0,233.0,tempering,air,38.2,65.3,poor
71.92,1.08,1.06,1.12,13.9,3.8,1.17,0.582,4.89,0.48,4.682,2.09,948.0,786.0,-196.0,normalizing,air,49.0,157.6,poor
82.27,0.998,1.09,0.4,4.43,4.02,2.21,0.775,3.76,0.05,2.818,1.57,785.0,845.0,-37.0,normalizing,air,39.9,133.5,poor
81.39,0.568,1.46,1.75,2.05,3.83,2.83,0.812,4.87,0.43,2.284,1.162,752.0,938.0,132.0,quenching,air,64.3,144.5,poor
86.16,0.339,0.24,1.84,7.54,0.81,2.29,0.326,0.36,0.09,2.736,1.019,830.0,896.0,217.0,normalizing,air,23.0,139.8,poor
85.87,0.738,0.12,1.55,0.51,5.82,2.43,0.896,1.8,0.27,2.168,1.207,636.0,822.0,52.0,annealing,furnace,26.4,133.8,poor
81.5,0.454,0.49,0.71,8.49,3.05,1.49,0.812,2.51,0.5,2.967,1.186,841.0,880.0,158.0,normalizing,air,31.1,120.5,poor
86.56,0.511,1.63,0.35,8.35,0.25,0.6,0.373,0.93,0.42,2.481,1.104,914.0,892.0,202.0,tempering,air,25.6,79.7,poor
78.78,0.911,1.88,0.89,12.46,1.57,0.11,0.029,3.29,0.08,3.688,1.681,977.0,783.0,-53.0,normalizing,air,40.0,103.9,poor
77.99,0.764,1.52,1.67,11.73,4.58,0.09,0.994,0.57,0.09,3.916,1.671,878.0,837.0,-58.0,tempering,air,46.4,116.7,poor
76.65,0.718,0.32,1.28,8.92,6.07,2.16,0.53,2.96,0.39,3.683,1.556,790.0,783.0,-35.0,annealing,furnace,25.8,165.7,poor
82.82,0.663,1.01,1.05,7.31,0.59,2.8,0.306,3.26,0.18,2.973,1.351,880.0,901.0,107.0,quenching,air,66.1,151.7,poor
75.89,1.157,0.98,0.53,13.67,3.96,1.03,0.097,2.29,0.38,4.496,2.064,928.0,718.0,-210.0,normalizing,air,51.7,148.7,poor
81.17,0.247,0.44,0.91,8.4,4.91,2.8,0.305,0.55,0.27,3.045,1.039,792.0,874.0,197.0,quenching,air,49.4,164.6,poor
91.23,0.647,1.85,1.64,0.61,2.4,0.56,0.067,0.54,0.45,1.358,0.928,736.0,818.0,162.0,tempering,air,35.4,63.8,poor
87.07,0.688,0.16,0.43,2.01,5.21,2.93,0.453,0.75,0.31,2.206,1.158,678.0,809.0,96.0,annealing,furnace,25.3,141.9,poor
76.24,0.324,1.45,1.66,12.81,4.08,0.99,0.772,1.6,0.07,3.791,1.311,909.0,908.0,117.0,annealing,furnace,15.1,138.0,poor
79.42,0.91,0.58,0.61,3.05,7.78,1.98,0.978,4.24,0.46,2.762,1.495,684.0,788.0,-54.0,tempering,air,45.4,135.0,poor
82.54,0.58,0.48,1.72,6.47,2.45,0.39,0.09,4.8,0.5,2.451,1.105,821.0,761.0,117.0,annealing,furnace,19.1,87.6,poor
85.65,1.12,1.64,1.49,3.09,0.69,1.97,0.19,4.14,0.03,2.464,1.567,826.0,840.0,-44.0,annealing,furnace,31.2,119.4,poor
76.48,0.602,1.09,0.55,11.92,5.29,2.92,0.246,0.73,0.17,4.076,1.578,870.0,838.0,8.0,annealing,furnace,16.0,191.0,poor
81.59,1.198,1.27,1.84,1.36,4.88,2.98,0.067,4.74,0.07,2.717,1.691,715.0,771.0,-149.0,annealing,furnace,36.4,163.1,poor
74.84,0.424,1.6,0.48,14.8,2.7,0.67,0.139,4.06,0.29,3.826,1.36,999.0,844.0,113.0,tempering,air,49.7,123.2,poor
86.46,0.147,1.21,1.98,4.03,0.01,1.02,0.739,4.01,0.39,1.662,0.65,834.0,995.0,360.0,tempering,air,25.3,78.6,poor
75.77,0.247,1.87,0.34,13.62,4.38,2.13,0.298,0.87,0.47,3.838,1.276,939.0,924.0,166.0,tempering,air,28.5,162.9,poor
87.22,1.084,1.94,1.41,2.78,4.19,0.0,0.768,0.21,0.4,2.335,1.525,746.0,802.0,-70.0,normalizing,air,51.8,71.5,poor
81.9,0.281,1.05,0.43,8.42,1.35,2.88,0.554,2.65,0.49,2.846,1.052,889.0,977.0,260.0,annealing,furnace,15.0,148.8,poor
82.26,0.531,1.01,1.59,7.25,3.01,0.83,0.451,2.88,0.19,2.714,1.166,829.0,835.0,119.0,annealing,furnace,16.8,104.6,poor
81.5,0.624,1.83,1.91,6.69,4.11,0.35,0.326,2.57,0.1,2.696,1.244,820.0,814.0,61.0,tempering,air,32.9,96.9,poor
81.64,0.851,1.23,1.01,7.03,0.17,2.82,0.311,4.57,0.36,3.088,1.534,897.0,896.0,39.0,tempering,air,53.4,152.6,poor
82.42,0.674,1.34,1.89,2.73,7.5,1.62,0.856,0.84,0.14,2.539,1.275,671.0,829.0,19.0,annealing,furnace,23.0,129.6,poor
90.97,0.577,0.55,1.39,3.55,0.07,0.2,0.694,1.89,0.1,1.709,0.931,799.0,858.0,207.0,annealing,furnace,21.0,54.4,poor
77.98,0.839,1.28,0.9,12.94,1.04,1.92,0.273,2.64,0.19,4.098,1.756,972.0,854.0,-33.0,tempering,air,59.5,157.1,poor
85.48,0.343,1.04,0.36,2.54,3.26,1.9,0.91,4.15,0.03,1.691,0.796,768.0,943.0,280.0,tempering,air,41.6,98.1,poor
89.17,0.452,0.18,1.61,0.77,1.79,1.01,0.133,4.57,0.31,1.243,0.703,727.0,800.0,250.0,annealing,furnace,17.1,71.4,poor
83.42,0.189,0.61,1.48,7.74,0.77,2.32,0.97,2.37,0.13,2.702,0.941,862.0,1011.0,289.0,normalizing,air,26.5,135.1,poor
83.99,1.128,0.27,0.91,7.59,0.91,2.06,0.515,2.3,0.33,3.396,1.783,853.0,811.0,-89.0,quenching,water,61.6,140.1,poor
77.76,0.8,1.61,1.27,12.23,0.68,2.13,0.149,2.88,0.49,3.992,1.722,974.0,873.0,-14.0,annealing,furnace,27.4,161.5,poor
80.65,0.622,1.29,0.65,6.24,4.82,0.93,0.336,4.04,0.42,2.582,1.206,807.0,798.0,88.0,quenching,water,65.9,102.5,poor
79.4,0.91,0.21,1.25,10.47,4.33,2.5,0.301,0.33,0.32,4.081,1.788,825.0,770.0,-106.0,annealing,furnace,28.4,180.2,poor
74.37,0.459,1.19,0.5,12.53,4.17,2.95,0.401,3.27,0.17,4.006,1.464,919.0,897.0,82.0,normalizing,air,31.5,186.9,poor
80.57,0.321,1.01,1.13,11.66,1.54,0.9,0.663,2.06,0.15,3.266,1.154,928.0,914.0,194.0,annealing,furnace,16.6,114.1,poor
85.65,0.701,1.44,1.46,4.08,3.69,0.32,0.085,2.3,0.28,2.104,1.13,775.0,767.0,81.0,annealing,furnace,23.5,78.2,poor
80.73,0.734,1.37,0.52,10.7,3.56,1.1,0.929,0.27,0.1,3.609,1.571,884.0,874.0,12.0,quenching,water,68.0,125.6,poor
78.73,0.541,1.6,1.61,11.59,2.95,1.22,0.72,0.62,0.43,3.74,1.478,906.0,901.0,60.0,normalizing,air,26.9,138.3,poor
85.67,1.135,1.23,0.36,1.81,4.26,2.39,0.096,2.83,0.23,2.352,1.535,736.0,769.0,-67.0,quenching,air,66.2,129.0,poor
85.03,0.94,1.85,0.59,8.59,0.15,0.53,0.789,1.43,0.1,3.036,1.582,926.0,892.0,13.0,annealing,furnace,28.3,89.2,poor
69.98,1.047,0.93,1.11,14.67,6.53,2.39,0.584,2.31,0.45,5.226,2.216,894.0,781.0,-249.0,tempering,air,51.6,208.3,poor
87.84,0.848,1.09,0.35,2.13,2.28,0.94,0.695,3.6,0.23,1.826,1.189,775.0,839.0,97.0,quenching,oil,67.8,73.4,poor
81.84,0.295,0.18,1.3,5.22,3.81,2.7,0.668,3.89,0.09,2.489,0.941,767.0,904.0,224.0,quenching,water,53.6,146.3,poor
80.28,0.588,0.51,1.94,7.3,2.95,2.93,0.134,3.0,0.37,3.206,1.344,814.0,838.0,69.0,quenching,water,65.1,172.4,poor
79.55,0.84,1.51,0.61,5.76,4.68,1.86,0.271,4.87,0.06,2.835,1.44,814.0,807.0,-1.0,tempering,air,34.2,131.1,poor
86.69,1.081,0.81,0.63,1.03,7.52,0.01,0.792,1.32,0.12,2.062,1.403,643.0,704.0,-83.0,tempering,air,28.1,68.5,poor
83.79,1.135,1.18,1.12,8.26,0.15,2.21,0.496,1.43,0.23,3.54,1.854,896.0,866.0,-94.0,tempering,air,44.1,147.1,poor
81.76,1.094,1.04,1.16,10.56,1.95,0.23,0.529,1.6,0.06,3.687,1.819,901.0,777.0,-123.0,annealing,furnace,31.2,106.1,poor
78.64,0.677,1.76,0.46,10.86,1.96,1.57,0.293,3.56,0.2,3.445,1.479,947.0,872.0,60.0,annealing,furnace,23.6,132.6,poor
90.87,0.476,0.93,1.66,0.08,1.46,2.44,0.545,1.29,0.25,1.479,0.848,721.0,923.0,242.0,tempering,air,29.2,110.5,poor
84.3,0.654,1.85,1.78,5.5,0.93,0.76,0.209,3.75,0.27,2.324,1.18,863.0,860.0,120.0,tempering,air,34.3,89.8,poor
85.16,0.59,1.42,1.72,3.81,5.33,0.37,0.112,1.42,0.07,2.094,1.041,733.0,760.0,94.0,normalizing,air,31.2,85.5,poor
80.16,0.53,1.63,0.88,4.37,5.21,2.93,0.063,4.17,0.06,2.5,1.138,777.0,854.0,121.0,tempering,air,31.7,154.9,poor
81.11,0.362,0.23,1.49,7.67,3.42,0.6,0.443,4.51,0.18,2.592,0.978,818.0,811.0,183.0,tempering,air,22.6,97.1,poor
77.59,1.193,0.43,0.82,13.38,0.26,2.2,0.423,3.44,0.26,4.565,2.124,974.0,817.0,-174.0,annealing,furnace,34.6,171.0,poor
91.06,0.672,0.12,0.69,0.44,3.6,2.16,0.938,0.07,0.25,1.751,1.043,670.0,860.0,149.0,tempering,air,50.3,106.9,poor
81.93,0.955,0.65,0.6,6.7,6.45,0.92,0.295,1.39,0.11,3.075,1.546,753.0,702.0,-85.0,annealing,furnace,27.5,117.0,poor
81.11,1.014,1.61,1.22,9.51,1.02,1.37,0.04,2.89,0.23,3.484,1.728,923.0,809.0,-70.0,quenching,oil,67.8,130.3,poor
81.14,0.609,1.27,1.95,9.03,3.59,0.07,0.311,1.79,0.24,3.071,1.307,846.0,788.0,49.0,tempering,air,23.9,98.2,poor
79.72,0.527,1.36,1.24,6.46,7.85,0.5,0.339,1.98,0.03,2.718,1.156,742.0,755.0,58.0,normalizing,air,32.5,106.5,poor
77.83,0.646,0.7,1.11,14.98,2.3,0.85,0.371,0.85,0.37,4.248,1.624,955.0,809.0,4.0,quenching,oil,64.2,138.5,poor
90.92,0.139,1.32,1.21,1.24,1.0,1.32,0.346,2.19,0.32,1.01,0.461,771.0,956.0,401.0,tempering,air,26.3,69.7,poor
81.39,0.224,1.37,1.42,4.38,6.45,1.9,0.415,2.33,0.12,2.237,0.841,732.0,880.0,220.0,quenching,oil,47.6,128.3,poor
85.02,0.66,1.58,1.34,3.38,0.4,2.11,0.802,4.37,0.34,2.191,1.193,837.0,959.0,155.0,normalizing,air,40.6,113.3,poor
81.91,0.535,1.79,1.28,7.87,0.43,2.01,0.686,3.45,0.05,2.893,1.264,913.0,970.0,156.0,normalizing,air,31.1,129.9,poor
89.89,0.728,0.64,1.47,3.19,1.51,0.62,0.479,1.25,0.22,1.945,1.107,766.0,812.0,116.0,tempering,air,40.6,74.8,poor
76.39,1.035,1.75,1.8,8.15,6.31,1.99,0.187,1.91,0.48,3.852,1.871,802.0,768.0,-179.0,quenching,water,67.3,169.2,poor
81.04,0.38,0.72,1.88,6.5,2.91,0.72,0.892,4.79,0.16,2.52,1.017,819.0,888.0,186.0,normalizing,air,27.6,97.1,poor
78.39,0.575,0.73,1.86,12.17,2.14,0.96,0.74,2.12,0.3,3.823,1.49,912.0,864.0,47.0,tempering,air,48.7,133.4,poor
86.58,0.267,0.73,1.06,3.93,2.83,0.83,0.613,2.89,0.28,1.725,0.718,774.0,884.0,290.0,annealing,furnace,10.0,76.7,poor
74.61,0.938,0.71,1.69,8.78,5.79,2.69,0.482,4.22,0.07,4.002,1.813,807.0,792.0,-138.0,tempering,air,58.4,188.5,poor
81.27,0.131,1.18,1.83,8.08,0.51,1.8,0.485,4.53,0.18,2.555,0.852,899.0,988.0,308.0,normalizing,air,15.9,122.3,poor
79.88,0.784,0.48,1.48,9.49,3.04,0.64,0.992,3.22,0.0,3.457,1.541,855.0,829.0,-11.0,tempering,air,48.4,114.2,poor
84.15,0.143,0.45,0.66,5.74,3.48,2.22,0.166,2.85,0.14,2.12,0.708,790.0,888.0,311.0,tempering,air,34.6,123.7,poor
84.96,0.654,0.64,0.91,2.53,6.45,0.52,0.517,2.35,0.46,1.982,1.065,685.0,747.0,86.0,normalizing,air,31.4,81.3,poor
85.8,1.005,1.01,1.29,3.91,5.2,0.11,0.749,0.82,0.11,2.527,1.473,726.0,754.0,-66.0,quenching,oil,68.0,81.5,poor
84.13,0.444,0.84,0.7,3.45,7.14,0.98,0.722,1.19,0.4,2.095,0.957,689.0,809.0,154.0,normalizing,air,30.6,96.1,poor
77.2,0.598,1.19,1.62,5.76,7.44,1.53,0.704,3.78,0.18,2.975,1.312,740.0,814.0,24.0,normalizing,air,30.5,137.6,poor
88.79,0.124,0.62,0.78,4.57,0.2,2.48,0.009,2.39,0.03,1.681,0.583,826.0,942.0,385.0,normalizing,air,19.7,113.3,poor
76.69,1.128,0.11,1.76,10.86,5.48,1.29,0.332,2.05,0.3,4.303,1.988,815.0,691.0,-230.0,normalizing,air,47.7,160.1,poor
78.79,1.1,0.7,1.44,12.51,2.61,0.51,0.591,1.42,0.33,4.258,1.974,908.0,766.0,-172.0,tempering,air,35.4,129.7,poor
88.41,0.217,0.75,1.34,1.8,2.67,1.04,0.813,2.69,0.28,1.368,0.608,737.0,926.0,330.0,quenching,air,47.1,73.7,poor
84.45,0.445,0.96,1.69,4.75,2.57,1.71,0.84,2.52,0.06,2.362,1.043,790.0,919.0,184.0,normalizing,air,30.0,116.1,poor
76.87,0.139,1.5,0.34,8.0,6.71,2.49,0.841,3.01,0.09,2.915,0.972,808.0,965.0,236.0,tempering,air,19.1,152.7,poor
77.32,0.135,1.34,0.74,12.64,3.02,1.3,0.146,3.13,0.24,3.292,1.012,941.0,905.0,243.0,tempering,air,28.2,129.3,poor
72.52,0.979,0.17,1.89,12.45,6.67,1.4,0.796,2.88,0.25,4.684,1.998,828.0,742.0,-212.0,annealing,furnace,32.0,174.4,poor
75.27,0.15,0.21,1.76,12.51,3.5,1.31,0.427,4.72,0.13,3.536,1.066,897.0,873.0,199.0,quenching,air,39.7,141.4,poor
85.3,0.758,1.24,1.24,1.85,6.04,2.13,0.681,0.65,0.11,2.308,1.271,683.0,835.0,35.0,normalizing,air,32.0,130.0,poor
85.18,0.162,1.34,0.69,9.65,0.47,0.74,0.154,1.45,0.16,2.428,0.804,923.0,920.0,319.0,normalizing,air,19.2,87.5,poor
91.96,0.323,0.59,1.07,1.75,0.31,1.7,0.502,1.7,0.09,1.319,0.657,768.0,922.0,330.0,tempering,air,44.8,83.1,poor
76.36,0.512,1.26,1.06,6.89,7.99,1.63,0.697,3.6,0.0,3.066,1.264,757.0,823.0,53.0,tempering,air,43.0,141.2,poor
82.26,1.115,1.18,1.1,2.93,7.41,1.98,0.989,0.84,0.2,2.985,1.72,679.0,801.0,-147.0,quenching,water,64.1,141.9,poor
84.98,0.465,0.16,1.21,9.13,0.38,2.64,0.201,0.74,0.09,3.094,1.195,871.0,877.0,168.0,tempering,air,23.4,152.8,poor
88.68,0.428,0.39,1.78,6.19,1.53,0.44,0.421,0.09,0.06,2.241,0.94,799.0,829.0,198.0,tempering,air,30.0,81.7,poor
77.36,1.062,1.21,1.49,9.83,3.53,0.41,0.422,4.36,0.33,3.7,1.813,881.0,758.0,-140.0,quenching,air,65.0,116.7,poor
76.67,0.918,0.35,0.47,11.29,5.32,1.44,0.067,3.14,0.33,3.933,1.726,853.0,703.0,-105.0,normalizing,air,40.9,149.1,poor
82.4,0.176,1.46,0.57,6.04,3.55,1.22,0.338,3.84,0.41,2.054,0.75,830.0,910.0,302.0,tempering,air,31.3,95.2,poor
83.13,0.306,1.06,0.78,3.22,5.81,0.1,0.752,4.49,0.35,1.66,0.737,735.0,838.0,244.0,tempering,air,30.6,61.2,poor
76.31,0.613,1.01,1.54,14.88,0.36,0.69,0.21,4.16,0.21,4.065,1.552,1012.0,834.0,41.0,normalizing,air,33.8,129.3,poor
79.83,0.938,0.74,1.41,9.24,1.39,2.22,0.76,3.28,0.19,3.721,1.751,887.0,874.0,-53.0,quenching,air,68.0,156.1,poor
83.38,0.582,0.11,0.32,2.95,7.3,1.89,0.39,3.04,0.03,2.172,1.038,673.0,749.0,104.0,normalizing,air,24.4,120.6,poor
88.11,0.556,1.06,0.99,5.16,0.92,1.5,0.821,0.52,0.37,2.302,1.114,822.0,925.0,184.0,annealing,furnace,23.8,100.4,poor
81.7,0.167,1.4,1.81,1.35,5.82,2.46,0.163,4.97,0.15,1.662,0.657,705.0,896.0,276.0,normalizing,air,24.4,130.4,poor
82.5,1.033,1.66,0.98,5.53,6.95,0.43,0.279,0.61,0.02,2.91,1.588,745.0,715.0,-121.0,annealing,furnace,31.4,103.8,poor
76.63,1.052,0.34,0.92,8.42,6.97,2.34,0.424,2.5,0.42,3.934,1.866,768.0,729.0,-177.0,normalizing,air,45.6,175.3,poor
78.25,1.003,1.24,1.27,10.38,6.42,0.7,0.019,0.64,0.08,3.867,1.787,821.0,689.0,-168.0,normalizing,air,40.7,136.3,poor
80.77,0.382,1.06,0.81,6.28,3.99,2.36,0.916,2.94,0.5,2.727,1.112,807.0,941.0,188.0,normalizing,air,33.8,138.8,poor
84.61,0.989,0.33,0.56,5.15,5.98,0.2,0.344,1.59,0.24,2.636,1.445,727.0,674.0,-66.0,annealing,furnace,35.3,86.0,poor
88.2,0.489,0.42,0.65,2.96,1.17,2.31,0.61,2.85,0.34,1.875,0.935,781.0,905.0,239.0,annealing,furnace,18.4,110.2,poor
85.75,0.392,1.39,1.31,1.57,7.55,0.44,0.061,1.52,0.01,1.529,0.744,662.0,750.0,177.0,quenching,water,58.5,77.3,poor
82.52,0.737,1.8,0.98,4.53,7.32,0.18,0.473,1.26,0.19,2.439,1.263,730.0,760.0,12.0,annealing,furnace,29.1,87.0,poor
79.41,1.193,1.78,0.99,11.38,2.12,0.16,0.022,2.69,0.25,3.829,1.932,942.0,743.0,-172.0,tempering,air,35.2,108.9,poor
76.24,0.875,0.25,1.35,14.71,1.71,2.38,0.185,2.26,0.04,4.67,1.894,954.0,799.0,-98.0,annealing,furnace,29.3,187.7,poor
73.02,0.702,1.87,1.92,14.87,1.05,2.69,0.295,3.15,0.44,4.692,1.852,1015.0,923.0,-35.0,annealing,furnace,23.0,197.5,poor
90.39,0.676,0.62,1.57,2.37,0.24,1.82,0.21,2.0,0.12,1.841,1.046,777.0,846.0,159.0,quenching,air,67.2,101.5,poor
78.75,0.358,0.26,1.17,13.03,2.81,2.34,0.033,1.18,0.07,3.827,1.287,902.0,835.0,127.0,tempering,air,46.3,170.6,poor
79.98,0.944,1.41,1.55,10.02,3.66,0.2,0.836,0.9,0.49,3.69,1.752,865.0,814.0,-95.0,normalizing,air,44.4,110.2,poor
84.6,1.137,1.42,0.68,1.61,7.02,0.3,0.151,2.98,0.09,2.137,1.455,689.0,676.0,-109.0,normalizing,air,47.4,79.6,poor
74.41,0.262,1.82,1.99,14.92,3.51,0.72,0.172,1.91,0.3,4.008,1.306,964.0,875.0,120.0,quenching,air,49.2,140.3,poor
72.02,1.112,1.78,0.93,14.26,7.38,1.23,0.421,0.39,0.47,4.973,2.201,888.0,746.0,-272.0,tempering,air,53.3,174.4,poor
75.62,0.999,1.71,1.29,10.18,4.28,0.13,0.697,4.98,0.11,3.709,1.785,895.0,795.0,-123.0,quenching,air,68.0,109.9,poor
80.63,1.119,1.38,1.09,5.17,5.04,2.53,0.034,2.68,0.33,3.205,1.75,775.0,764.0,-138.0,quenching,air,66.6,160.2,poor
81.06,1.078,1.91,1.34,1.76,7.46,2.42,0.029,2.9,0.06,2.642,1.587,690.0,750.0,-129.0,normalizing,air,46.4,151.0,poor
81.45,0.823,0.94,0.79,7.43,3.58,2.83,0.019,1.97,0.17,3.259,1.523,824.0,805.0,-7.0,normalizing,air,35.7,165.7,poor
81.89,0.12,1.09,1.1,7.84,3.46,2.72,0.889,0.63,0.27,2.841,0.944,825.0,1014.0,278.0,tempering,air,21.7,153.0,poor
77.57,0.277,0.98,1.12,6.95,6.58,1.47,0.869,3.87,0.32,2.78,1.023,775.0,884.0,176.0,tempering,air,23.6,126.8,poor
83.48,0.457,0.29,0.48,9.69,0.91,2.72,0.704,1.13,0.14,3.229,1.249,886.0,931.0,177.0,tempering,air,44.6,152.6,poor
79.72,0.664,1.07,1.93,11.99,2.05,1.22,0.83,0.37,0.16,3.94,1.602,908.0,886.0,9.0,annealing,furnace,21.2,142.3,poor
78.36,0.385,0.68,1.12,13.42,0.31,2.97,0.772,1.8,0.18,4.038,1.424,968.0,984.0,152.0,quenching,air,56.3,181.4,poor
84.64,0.703,0.21,0.5,10.36,1.87,0.12,0.164,1.04,0.38,3.066,1.328,878.0,742.0,67.0,quenching,air,64.8,87.1,poor
81.4,0.909,0.8,0.49,12.08,1.12,1.15,0.262,1.48,0.3,3.784,1.701,940.0,799.0,-35.0,quenching,oil,68.0,127.4,poor
84.32,1.056,0.81,0.84,5.52,4.01,0.94,0.25,1.88,0.39,2.831,1.575,779.0,732.0,-78.0,quenching,oil,63.2,106.3,poor
84.04,0.481,0.53,1.85,8.21,1.28,1.75,0.16,1.36,0.35,2.921,1.172,849.0,845.0,145.0,quenching,water,62.0,131.6,poor
77.67,0.333,1.13,1.3,13.03,2.15,1.84,0.003,2.36,0.2,3.679,1.255,945.0,869.0,149.0,quenching,oil,54.8,153.5,poor
82.71,1.08,0.31,0.75,11.01,1.45,0.23,0.969,1.47,0.03,3.746,1.816,899.0,799.0,-101.0,tempering,air,36.3,101.9,poor
71.6,0.601,0.44,1.38,13.86,5.75,1.52,0.039,4.65,0.15,4.308,1.586,892.0,737.0,-38.0,tempering,air,30.7,168.7,poor
74.78,0.546,0.36,0.36,10.34,7.43,2.91,0.874,1.95,0.45,3.956,1.521,795.0,846.0,19.0,annealing,furnace,20.5,188.2,poor
85.69,0.443,1.48,1.41,5.88,1.83,1.86,0.43,0.66,0.32,2.456,1.071,828.0,916.0,191.0,normalizing,air,29.9,120.4,poor
74.01,0.578,1.73,0.85,12.75,7.71,0.37,0.477,1.15,0.38,3.978,1.535,861.0,777.0,-25.0,tempering,air,48.2,130.7,poor
76.17,0.166,1.81,1.06,11.04,2.94,2.81,0.288,3.31,0.41,3.393,1.117,926.0,982.0,230.0,normalizing,air,21.2,170.1,poor
86.39,0.929,0.27,0.56,1.85,5.23,0.48,0.995,2.87,0.44,2.064,1.299,690.0,766.0,11.0,tempering,air,59.4,73.6,poor
75.05,0.884,1.99,1.11,8.42,3.27,2.92,0.923,4.93,0.49,3.774,1.794,892.0,946.0,-51.0,quenching,air,68.0,176.7,poor
71.59,1.056,1.33,1.36,13.27,5.85,2.76,0.958,1.72,0.1,5.078,2.215,888.0,858.0,-234.0,quenching,air,68.0,212.3,poor
76.59,0.75,0.26,1.72,10.02,4.18,1.89,0.117,4.31,0.17,3.732,1.562,842.0,754.0,-40.0,annealing,furnace,30.0,160.7,poor
88.57,0.268,1.73,0.66,3.63,0.74,2.73,0.327,0.86,0.48,1.797,0.791,825.0,991.0,328.0,normalizing,air,17.6,120.0,poor
84.53,0.608,0.57,1.45,8.91,2.37,0.04,0.983,0.26,0.27,3.012,1.299,840.0,844.0,88.0,annealing,furnace,22.5,86.8,poor
75.74,1.166,0.74,0.79,11.54,3.56,1.2,0.546,4.68,0.04,4.194,2.003,905.0,764.0,-190.0,quenching,water,65.0,144.1,poor
75.58,0.25,0.27,1.94,8.45,6.61,1.41,0.436,4.56,0.49,3.106,1.051,774.0,810.0,144.0,annealing,furnace,15.6,140.4,poor
80.45,0.934,1.93,1.41,3.58,5.52,2.53,0.404,3.11,0.13,2.849,1.555,755.0,838.0,-59.0,tempering,air,30.4,153.8,poor
81.51,0.924,0.73,0.55,5.88,3.65,2.23,0.199,4.08,0.25,2.938,1.512,806.0,783.0,-21.0,annealing,furnace,25.5,139.8,poor
75.96,0.591,0.78,1.49,8.9,7.74,0.42,0.474,3.47,0.18,3.326,1.35,775.0,733.0,-4.0,tempering,air,46.6,119.7,poor
82.39,0.438,0.42,0.79,1.85,7.23,1.84,0.864,4.1,0.08,1.968,0.917,666.0,832.0,166.0,normalizing,air,29.9,114.9,poor
72.92,0.446,0.47,0.42,14.84,7.09,0.94,0.016,2.7,0.16,4.157,1.415,884.0,719.0,26.0,tempering,air,44.3,148.8,poor
69.21,0.985,1.68,1.55,14.34,7.6,2.33,0.716,1.53,0.05,5.232,2.192,883.0,816.0,-250.0,annealing,furnace,30.0,212.4,poor
81.79,0.623,1.69,0.52,7.72,3.03,1.62,0.058,2.68,0.27,2.81,1.269,867.0,836.0,100.0,tempering,air,32.8,122.0,poor
87.31,0.676,1.53,1.55,0.09,2.25,2.8,0.96,2.55,0.28,1.873,1.143,735.0,965.0,144.0,tempering,air,32.5,127.4,poor
70.43,0.509,1.62,1.74,10.17,7.84,2.19,0.245,4.92,0.34,3.865,1.477,826.0,813.0,-7.0,quenching,air,66.3,180.5,poor
76.2,0.929,1.7,0.71,14.22,2.09,1.44,0.211,2.17,0.32,4.383,1.9,988.0,826.0,-95.0,normalizing,air,41.5,153.4,poor
81.79,0.156,0.49,1.43,11.78,0.51,0.06,0.312,3.22,0.26,2.875,0.889,937.0,878.0,278.0,annealing,furnace,15.5,85.1,poor
78.67,0.904,1.56,0.57,6.9,5.56,1.22,0.564,3.8,0.25,3.124,1.573,813.0,799.0,-52.0,quenching,water,65.8,122.1,poor
76.13,0.477,0.79,0.62,14.88,4.86,0.58,0.164,1.14,0.36,4.053,1.433,920.0,767.0,48.0,normalizing,air,25.8,132.0,poor
75.87,0.683,1.14,1.78,11.39,1.74,2.45,0.969,3.58,0.39,4.085,1.689,927.0,945.0,9.0,quenching,water,66.9,174.0,poor
82.29,1.191,0.44,1.58,5.93,2.85,0.86,0.441,3.95,0.47,3.12,1.753,800.0,737.0,-141.0,normalizing,air,49.4,111.3,poor
77.76,0.796,1.92,1.29,12.22,0.11,1.98,0.151,3.49,0.29,3.906,1.698,996.0,891.0,-1.0,annealing,furnace,25.6,154.8,poor
